ID,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
1720,неотразимость,Adj,неотразимость,positive,opinion,НЕОТРАЗИМЫЙ (ВПЕЧАТЛЯЮЩИЙ)
1722,неотразимый,Adj,неотразимый,positive,opinion,НЕОТРАЗИМЫЙ (ВПЕЧАТЛЯЮЩИЙ)
1724,неотступный,Adj,неотступный,negative,opinion,
1725,неотчетливый,Adj,неотчетливый,negative,opinion,
1728,неоценимый,Adj,неоценимый,positive,opinion,
1730,неощутимый,Adj,неощутимый,neutral,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
1731,непереносимый,Adj,непереносимый,negative,opinion,
1732,неперспективный,Adj,неперспективный,negative,opinion,
1733,непечатный,Adj,непечатный,negative,opinion,
1734,неплохой,Adj,неплохой,positive,opinion,
1735,непобедимый,Adj,непобедимый,positive,opinion,
1736,неповинный,Adj,неповинный,positive,opinion,
1737,неповоротливый,Adj,неповоротливый,negative,opinion,
1738,непогрешимый,Adj,непогрешимый,positive,opinion,
1739,неподатливый,Adj,неподатливый,negative,opinion,
1740,неподдельный,Adj,неподдельный,positive,opinion,
1741,неподобающий,Adj,неподобающий,negative,opinion,
1742,неподражаемый,Adj,неподражаемый,positive,opinion,
1743,неподходящий,Adj,неподходящий,negative,opinion,
1744,неподъемный,Adj,неподъемный,negative,opinion,
1745,непозволительный,Adj,непозволительный,negative,opinion,
1746,непокладистый,Adj,непокладистый,negative,opinion,
1747,непоколебимый,Adj,непоколебимый,positive,opinion,
1748,непокорный,Adj,непокорный,negative,opinion,
1749,неполезный,Adj,неполезный,negative,opinion,
1750,неполноценный,Adj,неполноценный,negative,opinion,
1751,непонятный,Adj,непонятный,negative,opinion,
1752,непорочный,Adj,непорочный,positive,opinion,
1753,непорядочный,Adj,непорядочный,negative,opinion,
1754,непосильный,Adj,непосильный,negative,opinion,
1755,непоследовательный,Adj,непоследовательный,negative,opinion,
1756,непослушный,Adj,непослушный,negative,opinion,
1758,непосредственный,Adj,непосредственный,positive,opinion,НЕПОСРЕДСТВЕННЫЙ (ОТКРОВЕННЫЙ И НЕПРИНУЖДЕННЫЙ)
1760,непостижимый,Adj,непостижимый,neutral,opinion,НЕПОСТИЖИМЫЙ
1761,непотребный,Adj,непотребный,negative,opinion,
1762,непохожий,Adj,непохожий,neutral,opinion,
1765,неправдоподобный,Adj,неправдоподобный,neutral,opinion,"МАЛОВЕРОЯТНЫЙ,НЕПРАВДОПОДОБНЫЙ"
1766,неправедный,Adj,неправедный,negative,opinion,
1767,неправильный,Adj,неправильный,negative,opinion,"НЕПРАВИЛЬНЫЙ,НЕ ОТВЕЧАЮЩИЙ ПРАВИЛАМ"
1768,неправильный,Adj,неправильный,negative,opinion,"НЕПРАВИЛЬНЫЙ,НЕ СООТВЕТСТВУЮЩИЙ ИСТИНЕ"
1770,неправомерный,Adj,неправомерный,negative,opinion,
1771,неправый,Adj,неправый,negative,opinion,
1772,непревзойденный,Adj,непревзойденный,positive,opinion,
1773,непредвзятый,Adj,непредвзятый,positive,opinion,
1774,непредсказуемый,Adj,непредсказуемый,negative,opinion,
1775,непредубежденный,Adj,непредубежденный,positive,opinion,
1776,непредусмотрительный,Adj,непредусмотрительный,negative,opinion,
1777,непреклонный,Adj,непреклонный,positive,opinion,
1778,непреодолимый,Adj,непреодолимый,negative,opinion,
1779,непререкаемый,Adj,безапелляционность,positive,opinion,
1780,непреходящий,Adj,непреходящий,positive,opinion,
1781,неприглядный,Adj,неприглядный,negative,opinion,
1782,непригодный,Adj,непригодный,negative,opinion,
1783,неприемлемый,Adj,неприемлемый,negative,opinion,
1784,неприкрытый,Adj,неприкрытый,negative,opinion,
1785,неприличный,Adj,неприличный,negative,opinion,
1786,непримечательный,Adj,непримечательный,negative,opinion,
1787,непримиримый,Adj,непримиримый,positive/negative,opinion,
1788,непринужденный,Adj,непринужденный,positive,opinion,
1789,непринципиальный,Adj,непринципиальный,negative,opinion,БЕСПРИНЦИПНЫЙ
1790,непринципиальный,Adj,непринципиальный,neutral,opinion,"МАЛОЗНАЧИТЕЛЬНЫЙ,НЕЗНАЧИТЕЛЬНЫЙ"
1791,непристойный,Adj,непристойный,negative,opinion,
1792,непритворный,Adj,непритворный,positive,opinion,
1793,непритязательный,Adj,непритязательный,positive,opinion,
1794,неприхотливый,Adj,неприхотливый,positive,opinion,
1796,неприятельский,Adj,неприятельский,negative,opinion,
1797,неприятный,Adj,неприятный,negative,opinion,
1798,непродуктивный,Adj,непродуктивный,negative,opinion,
1799,непродуманный,Adj,непродуманный,negative,opinion,
1800,непроизводительный,Adj,непроизводительный,negative,opinion,
1801,непростительный,Adj,непростительный,negative,opinion,
1802,непростой,Adj,непростой,negative,opinion,
1803,непросторный,Adj,непросторный,negative,opinion,
1804,непроходимый,Adj,непроходимый,negative,opinion,
1805,непроясненный,Adj,непроясненный,negative,opinion,
1806,непьяный,Adj,непьяный,positive,opinion,
1810,нерадивый,Adj,нерадивый,negative,opinion,
1811,нерадостный,Adj,нерадостный,negative,opinion,
1813,неразвитой,Adj,неразвитой,negative,opinion,
1814,неразвитый,Adj,неразвитый,negative,opinion,
1815,неразговорчивый,Adj,неразговорчивый,negative,opinion,
1817,неразрешимый,Adj,неразрешимый,negative,opinion,
1818,неразумный,Adj,неразумный,negative,opinion,
1819,нерасторопный,Adj,нерасторопный,negative,opinion,
1820,нерациональный,Adj,нерациональный,negative,opinion,
1821,нервический,Adj,нервический,negative,opinion,
1822,нервный,Adj,нервный,negative,opinion,"ВОЗБУДИМЫЙ,НЕРВНЫЙ"
1823,нервный,Adj,нервный,negative,opinion,НЕРВНОЕ СОСТОЯНИЕ
1824,нервный,Adj,нервный,negative,opinion,НЕРВНЫЙ (ПОРЫВИСТЫЙ И СУДОРОЖНЫЙ)
1826,нервозный,Adj,нервозный,negative,opinion,
1827,нереалистичный,Adj,нереалистичный,negative,opinion,
1828,нереальный,Adj,нереальный,negative,opinion,НЕОСУЩЕСТВИМЫЙ
1830,нерезкий,Adj,нерезкий,positive,opinion,
1831,нерезультативный,Adj,нерезультативный,negative,opinion,
1832,нерешительный,Adj,нерешительный,negative,opinion,
1833,неробкий,Adj,неробкий,positive,opinion,
1835,неряшливый,Adj,неряшливый,negative,opinion,
1837,несбыточный,Adj,несбыточный,negative,opinion,
1838,несведущий,Adj,несведущий,negative,opinion,
1839,несвоевременный,Adj,несвоевременный,negative,opinion,
1840,несвязанный,Adj,несвязанный,positive,opinion,
1841,несвязный,Adj,несвязный,negative,opinion,
1842,несгибаемый,Adj,несгибаемый,positive,opinion,
1843,несговорчивый,Adj,несговорчивый,negative,opinion,
1844,несерьезный,Adj,несерьезный,negative,opinion,
1845,нескладный,Adj,нескладный,negative,opinion,
1846,нескончаемый,Adj,нескончаемый,negative,opinion,
1847,нескромный,Adj,нескромный,negative,opinion,
1848,нескрываемый,Adj,нескрываемый,neutral,opinion,
1849,нескрытый,Adj,нескрытый,neutral,opinion,
1850,нескучный,Adj,нескучный,positive,opinion,
1851,несловоохотливый,Adj,несловоохотливый,negative,opinion,
1852,несложный,Adj,несложный,neutral,opinion,
1853,неслучайный,Adj,неслучайный,neutral,opinion,
1854,несмелый,Adj,несмелый,negative,opinion,
1855,несметный,Adj,несметный,neutral,opinion,
1856,несносный,Adj,несносный,negative,opinion,
1857,несовершенный,Adj,несовершенный,negative,opinion,
1858,несовместимый,Adj,несовместимый,negative,opinion,
1859,несовместный,Adj,несовместный,negative,opinion,
1860,несовременный,Adj,несовременный,negative,opinion,
1861,несодержательный,Adj,несодержательный,negative,opinion,
1862,несозревший,Adj,несозревший,negative,opinion,
1863,несообразный,Adj,несообразный,negative,opinion,
1864,несоответствующий,Adj,несоответствующий,negative,opinion,
1865,несопоставимый,Adj,несопоставимый,negative,opinion,
1866,несостоятельный,Adj,несостоятельный,negative,opinion,
1867,неспелый,Adj,неспелый,negative,opinion,
1868,неспешный,Adj,неспешный,positive/negative,opinion,
1870,неспособный,Adj,неспособный,negative,opinion,
1871,несправедливый,Adj,несправедливый,negative,opinion,
1872,несравненный,Adj,несравненный,positive,opinion,
1873,нестабильный,Adj,нестабильный,negative,opinion,
1874,нестандартный,Adj,нестандартный,positive,opinion,
1875,нестерпимый,Adj,нестерпимый,negative,opinion,
1876,нестойкий,Adj,нестойкий,negative,opinion,
1877,нестрогий,Adj,нестрогий,positive,opinion,
1878,несуразный,Adj,несуразный,negative,opinion,
1879,несусветный,Adj,несусветный,negative,opinion,
1880,несущественный,Adj,несущественный,negative,opinion,
1881,несходный,Adj,несходный,neutral,opinion,
1882,несхожий,Adj,несхожий,neutral,opinion,
1883,несчастливый,Adj,несчастливый,negative,opinion,
1884,несчастный,Adj,несчастный,negative,opinion,
1885,несчетный,Adj,несчетный,neutral,opinion,
1886,несъедобный,Adj,несъедобный,negative,opinion,
1887,нетактичный,Adj,нетактичный,negative,opinion,
1888,неталантливый,Adj,неталантливый,negative,opinion,
1889,нетерпимый,Adj,нетерпимый,negative,opinion,
1890,нетленный,Adj,нетленный,positive,opinion,
1891,нетолстый,Adj,нетолстый,positive,opinion,
1892,неторопливый,Adj,неторопливый,positive,opinion,
1893,неточный,Adj,неточный,negative,opinion,
1894,нетрезвый,Adj,нетрезвый,negative,opinion,
1895,нетрудный,Adj,нетрудный,positive,opinion,
1897,нетугой,Adj,нетугой,neutral,opinion,
1898,неубедительный,Adj,неубедительный,negative,opinion,
1901,неуверенный,Adj,неуверенный,negative,opinion,
1902,неугодный,Adj,неугодный,negative,opinion,
1903,неудачливый,Adj,неудачливый,negative,opinion,
1904,неудачный,Adj,неудачный,negative,opinion,
1905,неудобный,Adj,неудобный,negative,opinion,
1906,неудобоваримый,Adj,неудобоваримый,negative,opinion,
1908,неудовлетворительный,Adj,неудовлетворительный,negative,opinion,
1909,неуживчивый,Adj,неуживчивый,negative,opinion,
1910,неуклюжий,Adj,неуклюжий,negative,opinion,
1911,неукротимый,Adj,неукротимый,positive,opinion,
1912,неумелый,Adj,неумелый,negative,opinion,
1913,неуместный,Adj,неуместный,negative,opinion,
1914,неумный,Adj,неумный,negative,opinion,
1916,неуравновешенный,Adj,неуравновешенный,negative,opinion,
1917,неурегулированный,Adj,неурегулированный,negative,opinion,
1918,неуспешный,Adj,неуспешный,negative,opinion,
1920,неустанный,Adj,неустанный,positive,opinion,
1921,неустойчивый,Adj,неустойчивый,negative,opinion,
1922,неустрашимый,Adj,неустрашимый,positive,opinion,
1923,неуступчивый,Adj,неуступчивый,negative,opinion,
1924,неутешительный,Adj,неутешительный,negative,opinion,
1925,неутешный,Adj,неутешный,negative,opinion,
1927,неутомимый,Adj,неутомимый,positive,opinion,
1928,неухоженный,Adj,неухоженный,negative,opinion,
1929,неучтивый,Adj,неучтивый,negative,opinion,
1930,неуютный,Adj,неуютный,negative,opinion,
1931,неуязвимый,Adj,неуязвимый,positive,opinion,
1932,нехвастливый,Adj,нехвастливый,positive,opinion,
1933,нехилый,Adj,нехилый,negative,opinion,
1934,нехитрый,Adj,нехитрый,negative,opinion,
1935,нехолодный,Adj,нехолодный,neutral,opinion,
1936,нехороший,Adj,нехороший,negative,opinion,
1937,нецелесообразный,Adj,нецелесообразный,negative,opinion,
1938,нецензурный,Adj,нецензурный,negative,opinion,
1939,нечеловеческий,Adj,нечеловеческий,negative,opinion,
1940,нечестивый,Adj,нечестивый,negative,opinion,
1941,нечестный,Adj,нечестный,negative,opinion,
1942,нечеткий,Adj,нечеткий,negative,opinion,
1943,нечистоплотный,Adj,нечистоплотный,negative,opinion,
1944,нечистый,Adj,нечистый,negative,opinion,
1945,нечуткий,Adj,нечуткий,negative,opinion,
1946,нещадный,Adj,нещадный,negative,opinion,
1947,неэтичный,Adj,неэтичный,negative,opinion,
1948,неэффективный,Adj,неэффективный,negative,opinion,
1949,неявный,Adj,неявный,neutral,opinion,
1950,неясный,Adj,неясный,negative,opinion,
1951,нигилистический,Adj,нигилистический,negative,opinion,
1952,нигилистский,Adj,нигилистский,negative,opinion,
1954,низкий,Adj,низкий,negative,opinion,"НИЗКИЙ,ПОДЛЫЙ"
1957,низкий,Adj,низкий,neutral,opinion,НИЗКИЙ ПО ВЫСОТЕ
1958,низкокачественный,Adj,низкокачественный,negative,opinion,
1959,низкоквалифицированный,Adj,низкоквалифицированный,negative,opinion,
1960,низкопробный,Adj,низкопробный,negative,opinion,
1961,низкосортный,Adj,низкосортный,negative,opinion,
1962,низкотоксичный,Adj,низкотоксичный,negative,opinion,
1963,низменный,Adj,низменный,negative,opinion,"НИЗКИЙ,ПОДЛЫЙ"
1965,низший,Adj,низший,negative,opinion,
1966,никакущий,Adj,никакующий,negative,opinion,
1967,никудышный,Adj,никудышный,negative,opinion,
1968,ничтожный,Adj,ничтожный,negative,opinion,
1969,нищебродский,Adj,нищебродский,negative,opinion,
1970,нищенский,Adj,нищенский,negative,opinion,
1971,нищий,Adj,нищий,negative,opinion,"БЕДНЫЙ,СКУДНЫЙ"
1972,нищий,Adj,нищий,negative,opinion,"НИЩЕТА,КРАЙНЯЯ БЕДНОСТЬ"
1973,новомодный,Adj,новомодный,negative,opinion,
1974,нормальный,Adj,нормальный,positive,opinion,
1975,норовистый,Adj,норовистый,negative,opinion,
1977,нравоучительный,Adj,нравоучительный,negative,opinion,
1979,нравственный,Adj,нравственный,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
1980,нудный,Adj,нудный,negative,opinion,
1981,няшный,Adj,няшный,positive,opinion,
1983,обаятельнейший,Adj,обаятельнейший,positive,opinion,
1984,обаятельный,Adj,обаятельный,positive,opinion,
1985,обветшалый,Adj,обветшалый,negative,opinion,
1986,обворожительный,Adj,обворожительный,positive,opinion,
1987,обездоленный,Adj,обездоленный,negative,opinion,
1988,обеспеченный,Adj,обеспеченный,positive,opinion,
1991,обидчивый,Adj,обидчивый,negative,opinion,
1992,обильный,Adj,обильный,positive,opinion,
1994,облыжный,Adj,облыжный,negative,opinion,
1996,обманчивый,Adj,обманчивый,negative,opinion,
1998,ободрительный,Adj,ободрительный,positive,opinion,
1999,обольстительный,Adj,обольстительный,positive,opinion,
2000,обоснованный,Adj,обоснованный,positive,opinion,
2001,обостренный,Adj,обостренный,negative,opinion,"ОБОСТРЕННЫЙ (НАПРЯЖЕННЫЙ,НЕПРИЯЗНЕННЫЙ)"
2003,образцово-показательный,Adj,образцово-показательный,positive,opinion,
2004,образцовый,Adj,образцовый,positive,opinion,
2005,обременительный,Adj,обременительный,negative,opinion,
2006,обрывочный,Adj,обрывочный,negative,opinion,
2007,обрюзглый,Adj,обрюзглый,negative,opinion,
2008,обскурантистский,Adj,обскурантистский,negative,opinion,
2009,обстоятельный,Adj,обстоятельный,positive,opinion,
2011,обходительный,Adj,обходительный,positive,opinion,
2012,обширный,Adj,обширный,neutral,opinion,
2013,общедоступный,Adj,общедоступный,positive,opinion,
2014,общепризнанный,Adj,общепризнанный,positive,opinion,
2015,общительный,Adj,общительный,positive,opinion,
2016,объективный,Adj,объективный,positive,opinion,
2018,обязательный,Adj,обязательный,neutral,opinion,"ОБЯЗАТЕЛЬНЫЙ (ПОСТОЯННЫЙ,НЕИЗМЕННЫЙ)"
2019,обязательный,Adj,обязательный,positive,opinion,ОБЯЗАТЕЛЬНЫЙ (ОТВЕТСТВЕННЫЙ)
2020,огорчительный,Adj,огорчительный,negative,opinion,
2021,ограниченный,Adj,ограниченный,negative,opinion,
2022,огромнейший,Adj,огромнейший,neutral,opinion,
2023,огромный,Adj,огромный,neutral,opinion,
2024,огрубелый,Adj,огрубелый,negative,opinion,
2025,одаренный,Adj,одаренный,positive,opinion,
2028,одиозный,Adj,одиозный,negative,opinion,
2030,однобокий,Adj,однобокий,negative,opinion,ОДНОСТОРОННИЙ (ОГРАНИЧЕННЫЙ)
2032,однообразный,Adj,однообразный,negative,opinion,
2033,односторонний,Adj,односторонний,negative,opinion,
2034,одноцветный,Adj,одноцветный,negative,opinion,ОДНООБРАЗНЫЙ
2036,одобрительный,Adj,одобрительный,positive,opinion,
2040,озабоченный,Adj,озабоченный,negative,opinion,
2045,омерзительный,Adj,омерзительный,negative,opinion,
2046,онемелый,Adj,онемелый,negative,opinion,
2048,опальный,Adj,опальный,negative,opinion,
2049,опасливый,Adj,опасливый,negative,opinion,
2050,опаснейший,Adj,опаснейший,negative,opinion,
2051,опасный,Adj,опасный,negative,opinion,
2054,оправданный,Adj,оправданный,positive,opinion,
2055,оправдательный,Adj,оправдательный,positive,opinion,
2056,опрометчивый,Adj,опрометчивый,negative,opinion,
2057,опрятный,Adj,опрятный,positive,opinion,
2058,оптимальный,Adj,оптимальный,positive,opinion,
2059,оптимизационный,Adj,оптимизационный,positive,opinion,
2063,опустошительный,Adj,опустошительный,negative,opinion,
2065,опытнейший,Adj,опытнейший,positive,opinion,
2068,опытный,Adj,опытный,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
2069,органичный,Adj,органичный,positive,opinion,
2071,ординарный,Adj,ординарный,negative,opinion,ОРДИНАРНЫЙ (ОБЫКНОВЕННЫЙ)
2074,оригинальный,Adj,оригинальный,positive,opinion,"СВОЕОБРАЗНЫЙ,ОРИГИНАЛЬНЫЙ"
2076,ориентировочный,Adj,ориентировочный,neutral,opinion,"ПРИБЛИЗИТЕЛЬНЫЙ,НЕТОЧНЫЙ"
2078,освежающий,Adj,освежающий,positive,opinion,
2079,освободительский,Adj,освободительский,positive,opinion,
2081,оскорбительный,Adj,оскорбительный,negative,opinion,
2082,ослабелый,Adj,ослабелый,negative,opinion,
2083,ослепительный,Adj,ослепительный,positive,opinion,
2084,осложненный,Adj,осложненный,negative,opinion,
2085,осложняющий,Adj,осложняющий,negative,opinion,
2086,осмотрительный,Adj,осмотрительный,positive,opinion,
2087,осмысленный,Adj,осмысленный,neutral,opinion,
2088,основательный,Adj,основательный,positive,opinion,
2089,особенный,Adj,особенный,neutral,opinion,
2091,особый,Adj,особый,neutral,opinion,"ОСОБЕННЫЙ,НЕ ПОХОЖИЙ НА ДРУГИХ"
2092,осовелый,Adj,осовелый,negative,opinion,
2093,осознанный,Adj,осознанный,neutral,opinion,
2094,осоловелый,Adj,осоловелый,negative,opinion,
2096,осторожный,Adj,осторожный,positive,opinion,
2098,остромодный,Adj,остромодный,positive,opinion,
2099,остроумный,Adj,остроумный,positive,opinion,
2100,острый,Adj,острый,negative,opinion,ЯЗВИТЕЛЬНЫЙ
2102,острый,Adj,острый,positive,opinion,"ОСТРЫЙ,ТОНКИЙ (ХОРОШО ВОСПРИНИМАЮЩИЙ)"
2103,острый,Adj,острый,positive/negative,opinion,ОСТРЫЙ НА ВКУС
2105,осудительный,Adj,осудительный,negative,opinion,"ОСУДИТЬ,ВЫРАЗИТЬ НЕОДОБРЕНИЕ"
2106,осуществимый,Adj,осуществимый,positive,opinion,
2107,отборный,Adj,отборный,positive,opinion,
2108,отважный,Adj,отважный,positive,opinion,
2109,ответственнейший,Adj,ответственнейший,positive,opinion,
2111,ответственный,Adj,ответственный,positive,opinion,ОТВЕТСТВЕННЫЙ ПО ХАРАКТЕРУ
2112,ответственный,Adj,ответственный,positive,opinion,"ОТВЕТСТВЕННЫЙ (ВАЖНЫЙ,СЕРЬЕЗНЫЙ)"
2113,отвратительный,Adj,отвратительный,negative,opinion,
2114,отвратный,Adj,отвратный,negative,opinion,
2115,отекший,Adj,отекший,negative,opinion,
2117,отживший,Adj,отживший,negative,opinion,
2118,отзывчивый,Adj,отзывчивый,positive,opinion,
2120,откровенный,Adj,откровенный,negative,opinion,ОТКРОВЕННЫЙ (СЛИШКОМ ОБНАЖАЮЩИЙ ТЕЛО)
2122,откровенный,Adj,откровенный,positive,opinion,"ЧИСТОСЕРДЕЧНЫЙ,ИСКРЕННИЙ,ОТКРОВЕННЫЙ"
2127,открытый,Adj,открытый,positive,opinion,"ОТКРЫТЫЙ (ИСКРЕННИЙ,ОТКРОВЕННЫЙ)"
2128,отличнейший,Adj,отличнейший,positive,opinion,
2130,отличный,Adj,отличный,positive,opinion,"ОТЛИЧНЫЙ,ПРЕВОСХОДНЫЙ"
2131,отменный,Adj,отменный,positive,opinion,
2132,отрицательный,Adj,отрицательный,negative,opinion,ОТРИЦАТЕЛЬНАЯ ОЦЕНКА
2135,отрывочный,Adj,отрывочный,negative,opinion,
2136,отсталый,Adj,отсталый,negative,opinion,
2137,отстойный,Adj,отстойный,negative,opinion,ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)
2139,отталкивающий,Adj,отталкивающий,negative,opinion,
2140,отчаянный,Adj,отчаянный,negative,opinion,
2141,отчетливый,Adj,отчетливый,positive,opinion,
2142,отъявленный,Adj,отъявленный,negative,opinion,
2143,офигенный,Adj,офигенный/офигенна,positive,opinion,
2144,офигительный,Adj,офигительный,positive,opinion,
2145,охренительный,Adj,охренительный,positive,opinion,
2147,очаровательный,Adj,очаровательный,positive,opinion,
2148,очерствелый,Adj,очерствелый,negative,opinion,
2151,ошеломительный,Adj,ошеломительный,positive,opinion,
2152,ошеломляющий,Adj,ошеломляющий,positive,opinion,
2153,ошибочный,Adj,ошибочный,negative,opinion,
2154,пагубный,Adj,пагубный,negative,opinion,
2155,падший,Adj,падший,negative,opinion,
2156,пакостный,Adj,пакостный,negative,opinion,
2157,палевный,Adj,палевный,negative,opinion,
2159,памятный,Adj,памятный,positive,opinion,НЕЗАБЫВАЕМЫЙ
2164,паразитический,Adj,паразитический,negative,opinion,"ПАРАЗИТИЗМ,ПОТРЕБИТЕЛЬСТВО"
2167,пасквильный,Adj,пасквильный,negative,opinion,
2168,пасквилянтский,Adj,пасквилянтский,negative,opinion,
2169,паскудный,Adj,паскудный,negative,opinion,
2170,пассивный,Adj,пассивный,negative,opinion,БЕЗДЕЯТЕЛЬНЫЙ
2172,патетический,Adj,патетический,negative,opinion,
2173,патетичный,Adj,патетичный,negative,opinion,
2175,патологический,Adj,патологический,negative,opinion,
2176,патриархальный,Adj,патриархальный,negative,opinion,"УСТАРЕЛЫЙ,НЕСОВРЕМЕННЫЙ"
2181,педантический,Adj,педантический,positive,opinion,
2182,педантичный,Adj,педантичный,positive,opinion,
2183,педантский,Adj,педантский,negative,opinion,
2187,первобытный,Adj,первобытный,neutral,opinion,ПРИМИТИВНЫЙ (ПРОСТЕЙШИЙ)
2188,первобытный,Adj,первобытный,positive,opinion,"ДЕВСТВЕННЫЙ (НЕТРОНУТЫЙ,НЕВОЗДЕЛАННЫЙ)"
2189,первозданный,Adj,первозданный,positive,opinion,
2190,первоклассный,Adj,первоклассный,positive,opinion,
2191,первостатейный,Adj,первостатейный,positive,opinion,
2195,передовой,Adj,передовой,positive,opinion,"ПЕРЕДОВОЙ,ПРОГРЕССИВНЫЙ"
2197,перенапряженный,Adj,перенапряженный,negative,opinion,
2198,переполненный,Adj,переполненный,negative,opinion,
2200,перспективный,Adj,перспективный,positive,opinion,"ПЕРСПЕКТИВНЫЙ,С ХОРОШИМИ ПЕРСПЕКТИВАМИ"
2203,печальный,Adj,печальный,negative,opinion,
2204,пикантный,Adj,пикантный,positive,opinion,
2206,писклявый,Adj,писклявый,negative,opinion,
2208,пламенный,Adj,пламенный,positive,opinion,"ПЫЛКИЙ,СТРАСТНЫЙ,ГОРЯЧИЙ"
2210,пластичный,Adj,пластичный,positive,opinion,ПЛАСТИЧНЫЙ В ДВИЖЕНИИ
2212,плачевный,Adj,плачевный,negative,opinion,
2214,племенной,Adj,племенной,positive,opinion,"ЧИСТОКРОВНЫЙ,ЧИСТОПОРОДНЫЙ"
2215,пленительный,Adj,пленительный,positive,opinion,
2216,плодотворный,Adj,плодотворный,positive,opinion,
2217,плоский,Adj,плоский,negative,opinion,БАНАЛЬНЫЙ
2221,плотный,Adj,плотный,neutral,opinion,"КОРЕНАСТЫЙ,ПРИЗЕМИСТЫЙ"
2222,плотный,Adj,плотный,neutral,opinion,ПЛОТНЫЙ (ТОЛСТЫЙ И ПРОЧНЫЙ)
2223,плотный,Adj,плотный,positive,opinion,СЫТНЫЙ
2224,плоховатый,Adj,плоховатый,negative,opinion,
2225,плохой,Adj,плохой,negative,opinion,
2226,плохонький,Adj,плохонький,negative,opinion,
2227,победный,Adj,победный,positive,opinion,
2228,победоносный,Adj,победоносный,positive,opinion,
2229,поблеклый,Adj,поблеклый,negative,opinion,
2230,повальный,Adj,повальный,negative,opinion,
2231,поверхностный,Adj,поверхностный,negative,opinion,"ПОВЕРХНОСТНЫЙ,НЕГЛУБОКИЙ"
2233,поверхностный,Adj,поверхностный,neutral,opinion,"НЕГЛУБОКИЙ,БЛИЗКИЙ К ПОВЕРХНОСТИ"
2234,повинный,Adj,повинный,negative,opinion,
2235,поворотливый,Adj,поворотливый,positive,opinion,
2237,поганый,Adj,поганый,negative,opinion,
2243,податливый,Adj,податливый,positive,opinion,"СГОВОРЧИВЫЙ,УСТУПЧИВЫЙ"
2244,подвижнический,Adj,подвижнический,positive,opinion,
2245,подвижный,Adj,подвижный,positive,opinion,
2247,поддельный,Adj,поддельный,negative,opinion,
2249,подковерный,Adj,подковерный,negative,opinion,
2250,подложный,Adj,подложный,negative,opinion,
2251,подлый,Adj,подлый,negative,opinion,
2252,подневольный,Adj,подневольный,negative,opinion,
2253,подобранный,Adj,подобранный,positive,opinion,
2254,подозрительный,Adj,подозрительный,negative,opinion,
2256,подробнейший,Adj,подробнейший,positive,opinion,
2257,подробный,Adj,подробный,positive,opinion,
2260,подспудный,Adj,подспудный,negative,opinion,
2261,подставной,Adj,подставной,negative,opinion,"ПОДДЕЛЬНЫЙ,ФАЛЬШИВЫЙ"
2264,подтянутый,Adj,подтянутый,positive,opinion,
2265,подхалимский,Adj,подхалимский,negative,opinion,
2266,подходящий,Adj,подходящий,positive,opinion,
2267,позавчерашний,Adj,позавчерашний,negative,opinion,
2268,позволительный,Adj,позволительный,positive,opinion,
2269,позерский,Adj,позерский,negative,opinion,
2271,позитивный,Adj,позитивный,positive,opinion,"ПОЛОЖИТЕЛЬНЫЙ,ПОЗИТИВНЫЙ"
2272,позорный,Adj,позорный,negative,opinion,
2273,показательный,Adj,показательный,neutral,opinion,ПОКАЗАТЕЛЬНЫЙ (ХАРАКТЕРНЫЙ)
2274,показательный,Adj,показательный,positive,opinion,"ПРИМЕРНЫЙ,ОБРАЗЦОВЫЙ"
2275,показной,Adj,показной,negative,opinion,
2276,показушный,Adj,показушный,negative,opinion,
2277,покладистый,Adj,покладистый,positive,opinion,
2278,покорный,Adj,покорный,negative,opinion,
2279,полезнейший,Adj,полезнейший,positive,opinion,
2280,полезный,Adj,полезный,positive,opinion,
2282,политкорректный,Adj,политкорректный,positive,opinion,
2284,полненький,Adj,полненький,neutral,opinion,
2285,полноватый,Adj,полноватый,negative,opinion,
2286,полнокровный,Adj,полнокровный,positive,opinion,
2287,полноценный,Adj,полноценный,positive,opinion,
2290,полный,Adj,полный,neutral,opinion,ПОЛНЫЙ (ЗАНЯТЫЙ ЦЕЛИКОМ)
2291,полный,Adj,полный,neutral,opinion,"ТОЛСТЫЙ,ТУЧНЫЙ"
2294,положительный,Adj,положительный,positive,opinion,"ПОЛОЖИТЕЛЬНЫЙ,ПОЗИТИВНЫЙ"
2295,положительный,Adj,положительный,positive,opinion,ХОРОШИЙ (ВПОЛНЕ ПОЛОЖИТЕЛЬНЫЙ ПО КАЧЕСТВАМ)
2296,полоумный,Adj,полоумный,negative,opinion,
2297,полуголодный,Adj,полуголодный,negative,opinion,
2298,полуграмотный,Adj,полуграмотный,negative,opinion,
2300,полумертвый,Adj,полумертвый,negative,opinion,
2301,полупьяный,Adj,полупьяный,negative,opinion,
2302,полусонный,Adj,полусонный,negative,opinion,
