,WORD,POS,LEMMA,SENTIMENT,SOURCE,SENSE
1419,несправедливый,Adj,несправедливый,negative,opinion,
1420,несравненный,Adj,несравненный,positive,opinion,
1421,нестабильный,Adj,нестабильный,negative,opinion,
1422,нестандартный,Adj,нестандартный,positive,opinion,
1423,нестерпимый,Adj,нестерпимый,negative,opinion,
1424,нестойкий,Adj,нестойкий,negative,opinion,
1425,нестрогий,Adj,нестрогий,positive,opinion,
1426,несуразный,Adj,несуразный,negative,opinion,
1427,несусветный,Adj,несусветный,negative,opinion,
1428,несущественный,Adj,несущественный,negative,opinion,
1429,несходный,Adj,несходный,neutral,opinion,
1430,несхожий,Adj,несхожий,neutral,opinion,
1431,несчастливый,Adj,несчастливый,negative,opinion,
1432,несчастный,Adj,несчастный,negative,opinion,
1433,несчетный,Adj,несчетный,neutral,opinion,
1434,несъедобный,Adj,несъедобный,negative,opinion,
1435,нетактичный,Adj,нетактичный,negative,opinion,
1436,неталантливый,Adj,неталантливый,negative,opinion,
1437,нетерпимый,Adj,нетерпимый,negative,opinion,
1438,нетленный,Adj,нетленный,positive,opinion,
1439,нетолстый,Adj,нетолстый,positive,opinion,
1440,неторопливый,Adj,неторопливый,positive,opinion,
1441,неточный,Adj,неточный,negative,opinion,
1442,нетрезвый,Adj,нетрезвый,negative,opinion,
1443,нетрудный,Adj,нетрудный,positive,opinion,
1444,нетугой,Adj,нетугой,neutral,opinion,
1445,неубедительный,Adj,неубедительный,negative,opinion,
1446,неуверенный,Adj,неуверенный,negative,opinion,
1447,неугодный,Adj,неугодный,negative,opinion,
1448,неудачливый,Adj,неудачливый,negative,opinion,
1449,неудачный,Adj,неудачный,negative,opinion,
1450,неудобный,Adj,неудобный,negative,opinion,
1451,неудобоваримый,Adj,неудобоваримый,negative,opinion,
1452,неудовлетворительный,Adj,неудовлетворительный,negative,opinion,
1453,неуживчивый,Adj,неуживчивый,negative,opinion,
1454,неуклюжий,Adj,неуклюжий,negative,opinion,
1455,неукротимый,Adj,неукротимый,positive,opinion,
1456,неумелый,Adj,неумелый,negative,opinion,
1457,неуместный,Adj,неуместный,negative,opinion,
1458,неумный,Adj,неумный,negative,opinion,
1459,неуравновешенный,Adj,неуравновешенный,negative,opinion,
1460,неурегулированный,Adj,неурегулированный,negative,opinion,
1461,неуспешный,Adj,неуспешный,negative,opinion,
1462,неустанный,Adj,неустанный,positive,opinion,
1463,неустойчивый,Adj,неустойчивый,negative,opinion,
1464,неустрашимый,Adj,неустрашимый,positive,opinion,
1465,неуступчивый,Adj,неуступчивый,negative,opinion,
1466,неутешительный,Adj,неутешительный,negative,opinion,
1467,неутешный,Adj,неутешный,negative,opinion,
1468,неутомимый,Adj,неутомимый,positive,opinion,
1469,неухоженный,Adj,неухоженный,negative,opinion,
1470,неучтивый,Adj,неучтивый,negative,opinion,
1471,неуютный,Adj,неуютный,negative,opinion,
1472,неуязвимый,Adj,неуязвимый,positive,opinion,
1473,нехвастливый,Adj,нехвастливый,positive,opinion,
1474,нехилый,Adj,нехилый,negative,opinion,
1475,нехитрый,Adj,нехитрый,negative,opinion,
1476,нехолодный,Adj,нехолодный,neutral,opinion,
1477,нехороший,Adj,нехороший,negative,opinion,
1478,нецелесообразный,Adj,нецелесообразный,negative,opinion,
1479,нецензурный,Adj,нецензурный,negative,opinion,
1480,нечеловеческий,Adj,нечеловеческий,negative,opinion,
1481,нечестивый,Adj,нечестивый,negative,opinion,
1482,нечестный,Adj,нечестный,negative,opinion,
1483,нечеткий,Adj,нечеткий,negative,opinion,
1484,нечистоплотный,Adj,нечистоплотный,negative,opinion,
1485,нечистый,Adj,нечистый,negative,opinion,
1486,нечуткий,Adj,нечуткий,negative,opinion,
1487,нещадный,Adj,нещадный,negative,opinion,
1488,неэтичный,Adj,неэтичный,negative,opinion,
1489,неэффективный,Adj,неэффективный,negative,opinion,
1490,неявный,Adj,неявный,neutral,opinion,
1491,неясный,Adj,неясный,negative,opinion,
1492,нигилистический,Adj,нигилистический,negative,opinion,
1493,нигилистский,Adj,нигилистский,negative,opinion,
1494,низкий,Adj,низкий,negative,opinion,"НИЗКИЙ,ПОДЛЫЙ"
1495,низкий,Adj,низкий,neutral,opinion,НИЗКИЙ ПО ВЫСОТЕ
1496,низкокачественный,Adj,низкокачественный,negative,opinion,
1497,низкоквалифицированный,Adj,низкоквалифицированный,negative,opinion,
1498,низкопробный,Adj,низкопробный,negative,opinion,
1499,низкосортный,Adj,низкосортный,negative,opinion,
1500,низкотоксичный,Adj,низкотоксичный,negative,opinion,
1501,низменный,Adj,низменный,negative,opinion,"НИЗКИЙ,ПОДЛЫЙ"
1502,низший,Adj,низший,negative,opinion,
1503,никакущий,Adj,никакующий,negative,opinion,
1504,никудышный,Adj,никудышный,negative,opinion,
1505,ничтожный,Adj,ничтожный,negative,opinion,
1506,нищебродский,Adj,нищебродский,negative,opinion,
1507,нищенский,Adj,нищенский,negative,opinion,
1508,нищий,Adj,нищий,negative,opinion,"БЕДНЫЙ,СКУДНЫЙ"
1509,нищий,Adj,нищий,negative,opinion,"НИЩЕТА,КРАЙНЯЯ БЕДНОСТЬ"
1510,новомодный,Adj,новомодный,negative,opinion,
1511,нормальный,Adj,нормальный,positive,opinion,
1512,норовистый,Adj,норовистый,negative,opinion,
1513,нравоучительный,Adj,нравоучительный,negative,opinion,
1514,нравственный,Adj,нравственный,positive,opinion,"НРАВСТВЕННЫЙ,ЭТИЧНЫЙ"
1515,нудный,Adj,нудный,negative,opinion,
1516,няшный,Adj,няшный,positive,opinion,
1517,обаятельнейший,Adj,обаятельнейший,positive,opinion,
1518,обаятельный,Adj,обаятельный,positive,opinion,
1519,обветшалый,Adj,обветшалый,negative,opinion,
1520,обворожительный,Adj,обворожительный,positive,opinion,
1521,обездоленный,Adj,обездоленный,negative,opinion,
1522,обеспеченный,Adj,обеспеченный,positive,opinion,
1523,обидчивый,Adj,обидчивый,negative,opinion,
1524,обильный,Adj,обильный,positive,opinion,
1525,облыжный,Adj,облыжный,negative,opinion,
1526,обманчивый,Adj,обманчивый,negative,opinion,
1527,ободрительный,Adj,ободрительный,positive,opinion,
1528,обольстительный,Adj,обольстительный,positive,opinion,
1529,обоснованный,Adj,обоснованный,positive,opinion,
1530,обостренный,Adj,обостренный,negative,opinion,"ОБОСТРЕННЫЙ (НАПРЯЖЕННЫЙ,НЕПРИЯЗНЕННЫЙ)"
1531,образцово-показательный,Adj,образцово-показательный,positive,opinion,
1532,образцовый,Adj,образцовый,positive,opinion,
1533,обременительный,Adj,обременительный,negative,opinion,
1534,обрывочный,Adj,обрывочный,negative,opinion,
1535,обрюзглый,Adj,обрюзглый,negative,opinion,
1536,обскурантистский,Adj,обскурантистский,negative,opinion,
1537,обстоятельный,Adj,обстоятельный,positive,opinion,
1538,обходительный,Adj,обходительный,positive,opinion,
1539,обширный,Adj,обширный,neutral,opinion,
1540,общедоступный,Adj,общедоступный,positive,opinion,
1541,общепризнанный,Adj,общепризнанный,positive,opinion,
1542,общительный,Adj,общительный,positive,opinion,
1543,объективный,Adj,объективный,positive,opinion,
1544,обязательный,Adj,обязательный,neutral,opinion,"ОБЯЗАТЕЛЬНЫЙ (ПОСТОЯННЫЙ,НЕИЗМЕННЫЙ)"
1545,обязательный,Adj,обязательный,positive,opinion,ОБЯЗАТЕЛЬНЫЙ (ОТВЕТСТВЕННЫЙ)
1546,огорчительный,Adj,огорчительный,negative,opinion,
1547,ограниченный,Adj,ограниченный,negative,opinion,
1548,огромнейший,Adj,огромнейший,neutral,opinion,
1549,огромный,Adj,огромный,neutral,opinion,
1550,огрубелый,Adj,огрубелый,negative,opinion,
1551,одаренный,Adj,одаренный,positive,opinion,
1552,одиозный,Adj,одиозный,negative,opinion,
1553,однобокий,Adj,однобокий,negative,opinion,ОДНОСТОРОННИЙ (ОГРАНИЧЕННЫЙ)
1554,однообразный,Adj,однообразный,negative,opinion,
1555,односторонний,Adj,односторонний,negative,opinion,
1556,одноцветный,Adj,одноцветный,negative,opinion,ОДНООБРАЗНЫЙ
1557,одобрительный,Adj,одобрительный,positive,opinion,
1558,озабоченный,Adj,озабоченный,negative,opinion,
1559,омерзительный,Adj,омерзительный,negative,opinion,
1560,онемелый,Adj,онемелый,negative,opinion,
1561,опальный,Adj,опальный,negative,opinion,
1562,опасливый,Adj,опасливый,negative,opinion,
1563,опаснейший,Adj,опаснейший,negative,opinion,
1564,опасный,Adj,опасный,negative,opinion,
1565,оправданный,Adj,оправданный,positive,opinion,
1566,оправдательный,Adj,оправдательный,positive,opinion,
1567,опрометчивый,Adj,опрометчивый,negative,opinion,
1568,опрятный,Adj,опрятный,positive,opinion,
1569,оптимальный,Adj,оптимальный,positive,opinion,
1570,оптимизационный,Adj,оптимизационный,positive,opinion,
1571,опустошительный,Adj,опустошительный,negative,opinion,
1572,опытнейший,Adj,опытнейший,positive,opinion,
1573,опытный,Adj,опытный,positive,opinion,"ОПЫТНЫЙ,ОБЛАДАЮЩИЙ ОПЫТОМ"
1574,органичный,Adj,органичный,positive,opinion,
1575,ординарный,Adj,ординарный,negative,opinion,ОРДИНАРНЫЙ (ОБЫКНОВЕННЫЙ)
1576,оригинальный,Adj,оригинальный,positive,opinion,"СВОЕОБРАЗНЫЙ,ОРИГИНАЛЬНЫЙ"
1577,ориентировочный,Adj,ориентировочный,neutral,opinion,"ПРИБЛИЗИТЕЛЬНЫЙ,НЕТОЧНЫЙ"
1578,освежающий,Adj,освежающий,positive,opinion,
1579,освободительский,Adj,освободительский,positive,opinion,
1580,оскорбительный,Adj,оскорбительный,negative,opinion,
1581,ослабелый,Adj,ослабелый,negative,opinion,
1582,ослепительный,Adj,ослепительный,positive,opinion,
1583,осложненный,Adj,осложненный,negative,opinion,
1584,осложняющий,Adj,осложняющий,negative,opinion,
1585,осмотрительный,Adj,осмотрительный,positive,opinion,
1586,осмысленный,Adj,осмысленный,neutral,opinion,
1587,основательный,Adj,основательный,positive,opinion,
1588,особенный,Adj,особенный,neutral,opinion,
1589,особый,Adj,особый,neutral,opinion,"ОСОБЕННЫЙ,НЕ ПОХОЖИЙ НА ДРУГИХ"
1590,осовелый,Adj,осовелый,negative,opinion,
1591,осознанный,Adj,осознанный,neutral,opinion,
1592,осоловелый,Adj,осоловелый,negative,opinion,
1593,осторожный,Adj,осторожный,positive,opinion,
1594,остромодный,Adj,остромодный,positive,opinion,
1595,остроумный,Adj,остроумный,positive,opinion,
1596,острый,Adj,острый,negative,opinion,ЯЗВИТЕЛЬНЫЙ
1597,острый,Adj,острый,positive,opinion,"ОСТРЫЙ,ТОНКИЙ (ХОРОШО ВОСПРИНИМАЮЩИЙ)"
1598,острый,Adj,острый,positive/negative,opinion,ОСТРЫЙ НА ВКУС
1599,осудительный,Adj,осудительный,negative,opinion,"ОСУДИТЬ,ВЫРАЗИТЬ НЕОДОБРЕНИЕ"
1600,осуществимый,Adj,осуществимый,positive,opinion,
1601,отборный,Adj,отборный,positive,opinion,
1602,отважный,Adj,отважный,positive,opinion,
1603,ответственнейший,Adj,ответственнейший,positive,opinion,
1604,ответственный,Adj,ответственный,positive,opinion,ОТВЕТСТВЕННЫЙ ПО ХАРАКТЕРУ
1605,ответственный,Adj,ответственный,positive,opinion,"ОТВЕТСТВЕННЫЙ (ВАЖНЫЙ,СЕРЬЕЗНЫЙ)"
1606,отвратительный,Adj,отвратительный,negative,opinion,
1607,отвратный,Adj,отвратный,negative,opinion,
1608,отекший,Adj,отекший,negative,opinion,
1609,отживший,Adj,отживший,negative,opinion,
1610,отзывчивый,Adj,отзывчивый,positive,opinion,
1611,откровенный,Adj,откровенный,negative,opinion,ОТКРОВЕННЫЙ (СЛИШКОМ ОБНАЖАЮЩИЙ ТЕЛО)
1612,откровенный,Adj,откровенный,positive,opinion,"ЧИСТОСЕРДЕЧНЫЙ,ИСКРЕННИЙ,ОТКРОВЕННЫЙ"
1613,открытый,Adj,открытый,positive,opinion,"ОТКРЫТЫЙ (ИСКРЕННИЙ,ОТКРОВЕННЫЙ)"
1614,отличнейший,Adj,отличнейший,positive,opinion,
1615,отличный,Adj,отличный,positive,opinion,"ОТЛИЧНЫЙ,ПРЕВОСХОДНЫЙ"
1616,отменный,Adj,отменный,positive,opinion,
1617,отрицательный,Adj,отрицательный,negative,opinion,ОТРИЦАТЕЛЬНАЯ ОЦЕНКА
1618,отрывочный,Adj,отрывочный,negative,opinion,
1619,отсталый,Adj,отсталый,negative,opinion,
1620,отстойный,Adj,отстойный,negative,opinion,ОТВРАТИТЕЛЬНЫЙ (ОЧЕНЬ ПЛОХОЙ)
1621,отталкивающий,Adj,отталкивающий,negative,opinion,
1622,отчаянный,Adj,отчаянный,negative,opinion,
1623,отчетливый,Adj,отчетливый,positive,opinion,
1624,отъявленный,Adj,отъявленный,negative,opinion,
1625,офигенный,Adj,офигенный/офигенна,positive,opinion,
1626,офигительный,Adj,офигительный,positive,opinion,
1627,охренительный,Adj,охренительный,positive,opinion,
1628,очаровательный,Adj,очаровательный,positive,opinion,
1629,очерствелый,Adj,очерствелый,negative,opinion,
1630,ошеломительный,Adj,ошеломительный,positive,opinion,
1631,ошеломляющий,Adj,ошеломляющий,positive,opinion,
1632,ошибочный,Adj,ошибочный,negative,opinion,
1633,пагубный,Adj,пагубный,negative,opinion,
1634,падший,Adj,падший,negative,opinion,
1635,пакостный,Adj,пакостный,negative,opinion,
1636,палевный,Adj,палевный,negative,opinion,
1637,памятный,Adj,памятный,positive,opinion,НЕЗАБЫВАЕМЫЙ
1638,паразитический,Adj,паразитический,negative,opinion,"ПАРАЗИТИЗМ,ПОТРЕБИТЕЛЬСТВО"
1639,пасквильный,Adj,пасквильный,negative,opinion,
1640,пасквилянтский,Adj,пасквилянтский,negative,opinion,
1641,паскудный,Adj,паскудный,negative,opinion,
1642,пассивный,Adj,пассивный,negative,opinion,БЕЗДЕЯТЕЛЬНЫЙ
1643,патетический,Adj,патетический,negative,opinion,
1644,патетичный,Adj,патетичный,negative,opinion,
1645,патологический,Adj,патологический,negative,opinion,
1646,патриархальный,Adj,патриархальный,negative,opinion,"УСТАРЕЛЫЙ,НЕСОВРЕМЕННЫЙ"
1647,педантический,Adj,педантический,positive,opinion,
1648,педантичный,Adj,педантичный,positive,opinion,
1649,педантский,Adj,педантский,negative,opinion,
1650,первобытный,Adj,первобытный,neutral,opinion,ПРИМИТИВНЫЙ (ПРОСТЕЙШИЙ)
1651,первобытный,Adj,первобытный,positive,opinion,"ДЕВСТВЕННЫЙ (НЕТРОНУТЫЙ,НЕВОЗДЕЛАННЫЙ)"
1652,первозданный,Adj,первозданный,positive,opinion,
1653,первоклассный,Adj,первоклассный,positive,opinion,
1654,первостатейный,Adj,первостатейный,positive,opinion,
1655,передовой,Adj,передовой,positive,opinion,"ПЕРЕДОВОЙ,ПРОГРЕССИВНЫЙ"
1656,перенапряженный,Adj,перенапряженный,negative,opinion,
1657,переполненный,Adj,переполненный,negative,opinion,
1658,перспективный,Adj,перспективный,positive,opinion,"ПЕРСПЕКТИВНЫЙ,С ХОРОШИМИ ПЕРСПЕКТИВАМИ"
1659,печальный,Adj,печальный,negative,opinion,
1660,пикантный,Adj,пикантный,positive,opinion,
1661,писклявый,Adj,писклявый,negative,opinion,
1662,пламенный,Adj,пламенный,positive,opinion,"ПЫЛКИЙ,СТРАСТНЫЙ,ГОРЯЧИЙ"
1663,пластичный,Adj,пластичный,positive,opinion,ПЛАСТИЧНЫЙ В ДВИЖЕНИИ
1664,плачевный,Adj,плачевный,negative,opinion,
1665,племенной,Adj,племенной,positive,opinion,"ЧИСТОКРОВНЫЙ,ЧИСТОПОРОДНЫЙ"
1666,пленительный,Adj,пленительный,positive,opinion,
1667,плодотворный,Adj,плодотворный,positive,opinion,
1668,плоский,Adj,плоский,negative,opinion,БАНАЛЬНЫЙ
1669,плотный,Adj,плотный,neutral,opinion,"КОРЕНАСТЫЙ,ПРИЗЕМИСТЫЙ"
1670,плотный,Adj,плотный,neutral,opinion,ПЛОТНЫЙ (ТОЛСТЫЙ И ПРОЧНЫЙ)
1671,плотный,Adj,плотный,positive,opinion,СЫТНЫЙ
1672,плоховатый,Adj,плоховатый,negative,opinion,
1673,плохой,Adj,плохой,negative,opinion,
1674,плохонький,Adj,плохонький,negative,opinion,
1675,победный,Adj,победный,positive,opinion,
1676,победоносный,Adj,победоносный,positive,opinion,
1677,поблеклый,Adj,поблеклый,negative,opinion,
1678,повальный,Adj,повальный,negative,opinion,
1679,поверхностный,Adj,поверхностный,negative,opinion,"ПОВЕРХНОСТНЫЙ,НЕГЛУБОКИЙ"
1680,поверхностный,Adj,поверхностный,neutral,opinion,"НЕГЛУБОКИЙ,БЛИЗКИЙ К ПОВЕРХНОСТИ"
1681,повинный,Adj,повинный,negative,opinion,
1682,поворотливый,Adj,поворотливый,positive,opinion,
1683,поганый,Adj,поганый,negative,opinion,
1684,податливый,Adj,податливый,positive,opinion,"СГОВОРЧИВЫЙ,УСТУПЧИВЫЙ"
1685,подвижнический,Adj,подвижнический,positive,opinion,
1686,подвижный,Adj,подвижный,positive,opinion,
1687,поддельный,Adj,поддельный,negative,opinion,
1688,подковерный,Adj,подковерный,negative,opinion,
1689,подложный,Adj,подложный,negative,opinion,
1690,подлый,Adj,подлый,negative,opinion,
1691,подневольный,Adj,подневольный,negative,opinion,
1692,подобранный,Adj,подобранный,positive,opinion,
1693,подозрительный,Adj,подозрительный,negative,opinion,
1694,подробнейший,Adj,подробнейший,positive,opinion,
1695,подробный,Adj,подробный,positive,opinion,
1696,подспудный,Adj,подспудный,negative,opinion,
1697,подставной,Adj,подставной,negative,opinion,"ПОДДЕЛЬНЫЙ,ФАЛЬШИВЫЙ"
1698,подтянутый,Adj,подтянутый,positive,opinion,
1699,подхалимский,Adj,подхалимский,negative,opinion,
1700,подходящий,Adj,подходящий,positive,opinion,
1701,позавчерашний,Adj,позавчерашний,negative,opinion,
1702,позволительный,Adj,позволительный,positive,opinion,
1703,позерский,Adj,позерский,negative,opinion,
1704,позитивный,Adj,позитивный,positive,opinion,"ПОЛОЖИТЕЛЬНЫЙ,ПОЗИТИВНЫЙ"
1705,позорный,Adj,позорный,negative,opinion,
1706,показательный,Adj,показательный,neutral,opinion,ПОКАЗАТЕЛЬНЫЙ (ХАРАКТЕРНЫЙ)
1707,показательный,Adj,показательный,positive,opinion,"ПРИМЕРНЫЙ,ОБРАЗЦОВЫЙ"
1708,показной,Adj,показной,negative,opinion,
1709,показушный,Adj,показушный,negative,opinion,
1710,покладистый,Adj,покладистый,positive,opinion,
1711,покорный,Adj,покорный,negative,opinion,
1712,полезнейший,Adj,полезнейший,positive,opinion,
1713,полезный,Adj,полезный,positive,opinion,
1714,политкорректный,Adj,политкорректный,positive,opinion,
1715,полненький,Adj,полненький,neutral,opinion,
1716,полноватый,Adj,полноватый,negative,opinion,
1717,полнокровный,Adj,полнокровный,positive,opinion,
1718,полноценный,Adj,полноценный,positive,opinion,
1719,полный,Adj,полный,neutral,opinion,ПОЛНЫЙ (ЗАНЯТЫЙ ЦЕЛИКОМ)
1720,полный,Adj,полный,neutral,opinion,"ТОЛСТЫЙ,ТУЧНЫЙ"
1721,положительный,Adj,положительный,positive,opinion,"ПОЛОЖИТЕЛЬНЫЙ,ПОЗИТИВНЫЙ"
1722,положительный,Adj,положительный,positive,opinion,ХОРОШИЙ (ВПОЛНЕ ПОЛОЖИТЕЛЬНЫЙ ПО КАЧЕСТВАМ)
1723,полоумный,Adj,полоумный,negative,opinion,
1724,полуголодный,Adj,полуголодный,negative,opinion,
1725,полуграмотный,Adj,полуграмотный,negative,opinion,
1726,полумертвый,Adj,полумертвый,negative,opinion,
1727,полупьяный,Adj,полупьяный,negative,opinion,
1728,полусонный,Adj,полусонный,negative,opinion,
1729,поместительный,Adj,поместительный,positive,opinion,
1730,помешанный,Adj,помешанный,negative,opinion,
1731,помпезный,Adj,помпезный,positive,opinion,
1732,помятый,Adj,помятый,negative,opinion,
1733,поношенный,Adj,поношенный,negative,opinion,
1734,понурый,Adj,понурый,negative,opinion,
1735,понятливый,Adj,понятливый,positive,opinion,
1736,понятный,Adj,понятный,positive,opinion,
1737,популистский,Adj,популистский,negative,opinion,
1738,популярнейший,Adj,популярнейший,positive,opinion,
1739,популярный,Adj,популярный,positive,opinion,
1740,попустительский,Adj,попустительский,negative,opinion,
1741,поразительный,Adj,поразительный,positive,opinion,
1742,породистый,Adj,породистый,positive,opinion,
1743,породный,Adj,породный,positive,opinion,"ЧИСТОКРОВНЫЙ,ЧИСТОПОРОДНЫЙ"
1744,порочный,Adj,порочный,negative,opinion,
1745,порядочный,Adj,порядочный,neutral,opinion,ВНУШИТЕЛЬНЫЙ ПО РАЗМЕРУ
1746,порядочный,Adj,порядочный,positive,opinion,"ПОРЯДОЧНЫЙ,ДОБРОПОРЯДОЧНЫЙ"
1747,последовательный,Adj,последовательный,positive,opinion,ПОСЛЕДОВАТЕЛЬНЫЙ (ЛОГИЧЕСКИ ОБОСНОВАННЫЙ)
1748,послушный,Adj,послушный,positive,opinion,
1749,поспешный,Adj,поспешный,negative,opinion,
1750,посредственный,Adj,посредственный,negative,opinion,
1751,постный,Adj,постный,negative,opinion,ХМУРЫЙ (УГРЮМЫЙ)
1752,постный,Adj,постный,neutral,opinion,"НЕЖИРНЫЙ,МАЛОЖИРНЫЙ"
1753,постыдный,Adj,постыдный,negative,opinion,
1754,потасканный,Adj,потасканный,negative,opinion,
1755,потертый,Adj,потертый,negative,opinion,
1756,потешный,Adj,потешный,positive/negative,opinion,
1757,потребительский,Adj,потребительский,negative,opinion,"ИЖДИВЕНЕЦ,ПОТРЕБИТЕЛЬ,ПАРАЗИТ"
1758,потрепанный,Adj,потрепанный,negative,opinion,
1759,потрясающий,Adj,потрясающий,positive,opinion,
1760,потрясный,Adj,потрясный,positive,opinion,
1761,поучительный,Adj,поучительный,positive,opinion,
1762,похабный,Adj,похабный,negative,opinion,
1763,похвальный,Adj,похвальный,positive,opinion,
1764,похоронный,Adj,похоронный,negative,opinion,УНЫЛЫЙ
1765,похотливый,Adj,похотливый,negative,opinion,
1766,почетнейший,Adj,почетнейший,positive,opinion,
1767,почетный,Adj,почетный,positive,opinion,
1768,почтеннейший,Adj,почтеннейший,positive,opinion,
1769,почтенный,Adj,почтенный,positive,opinion,
1770,пошловатый,Adj,пошловатый,negative,opinion,
1771,пошлый,Adj,пошлый,negative,opinion,
1772,поэтический,Adj,поэтический,positive,opinion,ПОЭТИЧЕСКИ НАСТРОЕННЫЙ
1773,поэтичный,Adj,поэтичный,positive,opinion,
1774,правдивый,Adj,правдивый,positive,opinion,
1775,правдоподобный,Adj,правдоподобный,positive,opinion,
1776,праведнический,Adj,праведнический,positive,opinion,
1777,праведный,Adj,праведный,positive,opinion,
1778,правильный,Adj,правильный,positive,opinion,"ИСТИННЫЙ,ВЕРНЫЙ"
1779,правильный,Adj,правильный,positive,opinion,"ПРАВИЛЬНЫЙ,СООТВЕТСТВУЮЩИЙ ПРАВИЛАМ"
1780,правоверный,Adj,правоверный,positive,opinion,"ПРАВОВЕРНЫЙ,НАБОЖНЫЙ"
1781,правомерный,Adj,правомерный,positive,opinion,
1782,правый,Adj,правый,positive,opinion,НЕВИНОВНОСТЬ
1783,празднословный,Adj,празднословный,negative,opinion,
1784,праздный,Adj,праздный,negative,opinion,
1785,практичный,Adj,практичный,positive,opinion,
1786,превосходный,Adj,превосходный,positive,opinion,
1787,превратный,Adj,превратный,negative,opinion,
1788,предаварийный,Adj,предаварийный,negative,opinion,
1789,преданный,Adj,преданный,positive,opinion,
1790,предательский,Adj,предательский,negative,opinion,
1791,предвзятый,Adj,предвзятый,negative,opinion,
1792,предосудительный,Adj,предосудительный,negative,opinion,
1793,предпочтительный,Adj,предпочтительный,positive,opinion,
1794,предприимчивый,Adj,предприимчивый,positive,opinion,
1795,представительный,Adj,представительный,positive,opinion,
1796,предубежденный,Adj,предубежденный,negative,opinion,
1797,предупредительный,Adj,предупредительный,positive,opinion,"ПРЕДУПРЕДИТЕЛЬНЫЙ (ВНИМАТЕЛЬНЫЙ,ЛЮБЕЗНЫЙ)"
1798,преждевременный,Adj,преждевременный,negative,opinion,
1799,презабавный,Adj,презабавный,positive,opinion,
1800,презентабельный,Adj,презентабельный,positive,opinion,
1801,презренный,Adj,презренный,negative,opinion,
1802,преимущественный,Adj,преимущественный,positive,opinion,"ПРЕИМУЩЕСТВО,ПРЕВОСХОДСТВО"
1803,прекраснейший,Adj,прекраснейший,positive,opinion,
1804,прекрасный,Adj,прекрасный,positive,opinion,
1805,прелестный,Adj,прелестный,positive,opinion,
1806,прелюбопытнейший,Adj,прелюбопытнейший,positive,opinion,
1807,прелюбопытный,Adj,прелюбопытный,positive,opinion,
1808,премудрый,Adj,премудрый,positive,opinion,
1809,пренеприятнейший,Adj,пренеприятнейший,negative,opinion,
1810,пренеприятный,Adj,пренеприятный,negative,opinion,
1811,преогромный,Adj,преогромный,neutral,opinion,
1812,преотличный,Adj,преотличный,positive,opinion,
1813,пресвятой,Adj,пресвятой,positive,opinion,
1814,пресловутый,Adj,пресловутый,negative,opinion,
1815,пресный,Adj,пресный,negative,opinion,НЕИНТЕРЕСНЫЙ
1816,престарелый,Adj,престарелый,negative,opinion,
1817,престижнейший,Adj,престижнейший,positive,opinion,
1818,престижный,Adj,престижный,positive,opinion,
1819,престранный,Adj,престранный,neutral,opinion,
1820,преступный,Adj,преступный,negative,opinion,
1821,пресыщенный,Adj,пресыщенный,negative,opinion,
1822,претенциозный,Adj,претенциозный,negative,opinion,
1823,прехорошенький,Adj,прехорошенький,positive,opinion,
1824,приближенный,Adj,приближенный,neutral,opinion,
1825,привередливый,Adj,привередливый,negative,opinion,
1826,приверженный,Adj,приверженный,positive,opinion,
1827,приветливый,Adj,приветливый,positive,opinion,
1828,привлекательный,Adj,привлекательный,positive,opinion,
1829,привольный,Adj,привольный,positive,opinion,
1830,привязчивый,Adj,привязчивый,positive/negative,opinion,
1831,приглядный,Adj,приглядный,positive,opinion,
1832,пригожий,Adj,пригожий,positive,opinion,
1833,придирчивый,Adj,придирчивый,negative,opinion,
1834,приемлемый,Adj,приемлемый,positive,opinion,
1835,прижимистый,Adj,прижимистый,negative,opinion,
1836,прикольный,Adj,прикольный,positive,opinion,
1837,прилипчивый,Adj,прилипчивый,negative,opinion,НАДОЕДЛИВЫЙ
1838,приличный,Adj,приличный,neutral,opinion,"БОЛЬШОЙ,ЗНАЧИТЕЛЬНЫЙ"
1839,приличный,Adj,приличный,positive,opinion,"ПОРЯДОЧНЫЙ,ДОБРОПОРЯДОЧНЫЙ"
1840,приличный,Adj,приличный,positive,opinion,"ПРИЛИЧНЫЙ,СООТВЕТСТВУЮЩИЙ ПРИЛИЧИЯМ"
1841,приличный,Adj,приличный,positive,opinion,УДОВЛЕТВОРИТЕЛЬНЫЙ (ДОСТАТОЧНО ХОРОШИЙ)
1842,примерный,Adj,примерный,neutral,opinion,"ПРИБЛИЗИТЕЛЬНЫЙ,НЕТОЧНЫЙ"
1843,примерный,Adj,примерный,positive,opinion,"ПРИМЕРНЫЙ,ОБРАЗЦОВЫЙ"
1844,приметливый,Adj,приметливый,positive,opinion,
1845,приметный,Adj,приметный,positive,opinion,
1846,примечательный,Adj,примечательный,positive,opinion,
1847,примитивный,Adj,примитивный,negative,opinion,ПРИМИТИВНЫЙ (НЕДОСТАТОЧНО ГЛУБОКИЙ)
1848,примитивный,Adj,примитивный,neutral,opinion,ПРИМИТИВНЫЙ (ПРОСТЕЙШИЙ)
1849,принудительный,Adj,принудительный,negative,opinion,
1850,принужденный,Adj,принужденный,negative,opinion,
1851,принципиальнейший,Adj,принципиальнейший,positive,opinion,
1852,принципиальный,Adj,принципиальный,positive,opinion,
